酒蔵,ブランド,商品名,メイン表採否,除外理由,ブランド史,個別商品の歴史,根拠区分,根拠URL,公開ページ日,ページ更新日,根拠抜粋,調査日
白牡丹酒造,白牡丹,本醸造 生貯蔵酒,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,2026-09-06時点で公式商品ページに現行品として掲載され、本醸造、使用米 国産米、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e6%9c%ac%e9%86%b8%e9%80%a0-%e7%94%9f%e8%b2%af%e8%94%b5%e9%85%92-300ml%e7%93%b6%e8%a9%b0/,,2026-05-29T05:00:00+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】本醸造 生貯蔵酒 300ml瓶詰 常温便 お酒を一口含んだときの旨味と、後口のさわやかさがうまくバランスし、すっきりとした味わいの本醸造生貯蔵酒です。,2026-09-06
白牡丹酒造,白牡丹,純米吟醸,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 山田錦、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-1-8l%e7%93%b6%e8%a9%b0/,,2026-06-02T07:29:26+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸 1.8L瓶詰 常温便 ワイングラスでおいしい日本酒アワード２０２３ メイン部門 最高金賞受賞酒 米の風味を活かした芳醇な深みのある味わいのお酒。,2026-09-06
白牡丹酒造,白牡丹,純米吟醸 中汲み,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,限定商品として展開される。搾りの中間部分である「中汲み」を分けて商品化している。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 山田錦、精米歩合 50％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e4%b8%ad%e6%b1%b2%e3%81%bf-720ml%e7%93%b6%e8%a9%b0%e3%80%90%e6%b5%81%e9%80%9a%e9%99%90/,,2025-06-16T06:23:27+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸 中汲み 720ml瓶詰【流通限定】 常温便 山田錦を用い､味ある少し甘めの純米吟醸に仕上げました。 | 数量が少なくデリケートな酒質のお酒ですので､数量･出荷先限定となります。,2026-09-06
白牡丹酒造,白牡丹,純米吟醸 生貯蔵酒,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,輸出向けに展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 山田錦、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8-%e7%94%9f%e8%b2%af%e8%94%b5%e9%85%92-300ml%e7%93%b6%e8%a9%b0-%e3%80%90%e8%bc%b8%e5%87%ba/,,,輸出専用商品 輸出専用商品,2026-09-06
白牡丹酒造,白牡丹,純米吟醸萌えいぶき,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,広島県・JA・広島県酒造組合などが約10年かけて開発した酒造好適米「萌えいぶき」を100%使用し、2024年4月22日に出荷を開始した純米吟醸。新しい広島酒米を商品化した一本である。,個別沿革確認,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e8%90%8c%e3%81%88%e3%81%84%e3%81%b6%e3%81%8d1-8%ef%bd%8c%e7%93%b6%e8%a9%b0/,,2026-05-29T02:54:28+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米吟醸萌えいぶき1.8Ｌ瓶詰 常温便 広島県・ＪＡ・広島県酒造組合などが共同で10年の歳月をかけて開発した酒造好適米『萌えいぶき』を100％使用。,2026-09-06
白牡丹酒造,白牡丹,純米大吟醸 令和一号酵母,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,限定商品として展開される。広島令和一号酵母を用いる。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 山田錦、精米歩合 50％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e4%bb%a4%e5%92%8c%e4%b8%80%e5%8f%b7%e9%85%b5%e6%af%8d-720ml%e7%93%b6%e8%a9%b0/,,2026-05-29T02:32:17+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 常温便 【日本酒 白牡丹】純米大吟醸 令和一号酵母 720ml瓶詰 ワイングラスでおいしい日本酒アワード２０２３～２５ ３年連続プレミアム大吟醸部門 金賞受賞酒 広島令和一号酵母で仕込んだ純米,2026-09-06
白牡丹酒造,白牡丹,純米大吟醸 原酒 万年蔵 杜氏 鹿島正,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,原酒という仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 千本錦、精米歩合 38％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e5%8e%9f%e9%85%92-%e4%b8%87%e5%b9%b4%e8%94%b5-%e6%9d%9c%e6%b0%8f-%e9%b9%bf/,,2025-09-08T07:14:40+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米大吟醸 原酒 万年蔵 杜氏 鹿島正1.8L瓶詰 常温便 白牡丹酒造 万年蔵杜氏 鹿島正が『広島らしさ』にこだわり醸し出した極上の逸品です。 | 広島独自の酒造好適米『千本錦』を自社精米所で３８％まで丁寧に精米したものを使用し、酵母,2026-09-06
白牡丹酒造,白牡丹,純米大吟醸 悠星(ゆうせい),収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,広島令和一号酵母を用いる。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 八反35号、精米歩合 50％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e5%a4%a7%e5%90%9f%e9%86%b8-%e6%82%a0%e6%98%9f%e3%82%86%e3%81%86%e3%81%9b%e3%81%84720ml%e7%93%b6%e8%a9%b0/,,2026-05-29T02:31:22+00:00,この商品は、広島ならではの米と酵母を使用し、広島杜氏の技術で仕込みました。 | 広島令和一号酵母の特徴であるジューシーなメロンの香りが広がります。,2026-09-06
白牡丹酒造,白牡丹,純米大吟醸 龍王井,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,輸出向けに展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 中生新千本、精米歩合 48％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e9%be%8d%e7%8e%8b%e4%ba%95-300ml%e7%93%b6%e8%a9%b0%e3%80%90%e8%bc%b8%e5%87%ba/,,,輸出専用商品 輸出専用商品,2026-09-06
白牡丹酒造,白牡丹,純米生酒 氷華,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,生酒という仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、純米、使用米 中生新千本、精米歩合 70％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e5%87%8d%e7%b5%90%e7%94%9f%e9%85%92%e3%80%91%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e7%94%9f%e9%85%92%e3%80%80%e6%b0%b7%e8%8f%af300ml/,,2026-08-31T00:39:30+00:00,垂れ口から落ちてきたお酒を無濾過原酒のまま瓶詰め、急速凍結しました。非常にデリケートで蔵内でしか味わえなかったお酒を急速凍結することにより何時でもお楽しみ頂けます。口に含むとほのかなプチプチとしたガス感とフルーティーなしっかりとした甘みが口中に広がります。(株)テクニカン 液体急速凍結機 凍眠 により凍結しました。凍ったままのお酒をお届けします。冷凍便専用商品。他の商品との同梱はできません。流水などで解凍してからお飲みください。 垂れ口から落ちてきたお酒を無濾過原酒のまま瓶詰,2026-09-06
白牡丹酒造,白牡丹,純米酒,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,2026-09-06時点で公式商品ページに現行品として掲載され、純米、使用米 国産米、精米歩合 70％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92-1-8l%e7%93%b6%e8%a9%b0/,,2026-05-29T05:02:46+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米酒 1.8L瓶詰 常温便 全国燗酒コンテスト2022 お値打ち燗酒部門金賞受賞 酒造りは、古くから一麹・二もと・三造りと云われています。,2026-09-06
白牡丹酒造,白牡丹,純米酒 山田錦 米だけの酒,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,2026-09-06時点で公式商品ページに現行品として掲載され、純米、使用米 山田錦、精米歩合 75％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e7%b4%94%e7%b1%b3%e9%85%92%e3%80%80%e5%b1%b1%e7%94%b0%e9%8c%a6%e3%80%80%e7%b1%b3%e3%81%a0%e3%81%91%e3%81%ae%e9%85%92-900ml/,,2026-05-29T05:15:21+00:00,ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 公式ネットショップ お問合せ 商品検索 ブランドストーリー 酒造りへの思い 商品紹介 蔵めぐり・見学 白牡丹に合う料理 会社案内 白牡丹 【日本酒 白牡丹】純米酒 山田錦 米だけの酒 900mlパック詰 常温便 酒造好適米山田錦を麹米・掛米ともに全量使用して、酒都西条の名水で仕込んだ、米と水だけで醸し出したお酒。,2026-09-06
白牡丹酒造,白牡丹,華 純米吟醸,収録,,1839（天保10）年、献上酒を評価した関白・鷹司政通公から、鷹司家の家紋「牡丹」にちなむ「白牡丹」の酒名を賜った。以来、蔵を代表する酒銘として受け継がれている。,輸出向けに展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 国産米、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://www.hakubotan.co.jp/products/%e3%80%90%e6%97%a5%e6%9c%ac%e9%85%92-%e7%99%bd%e7%89%a1%e4%b8%b9%e3%80%91%e8%8f%af%e3%80%80%e7%b4%94%e7%b1%b3%e5%90%9f%e9%86%b8%e3%80%80-300ml%e7%93%b6%e3%80%90%e8%bc%b8%e5%87%ba%e5%b0%82%e7%94%a8/,,2026-07-24T07:17:29+00:00,輸出専用商品 輸出専用商品,2026-09-06
